	id	lemma	sense_id	left	word	right	senses	tagged_left_context	tagged_word	tagged_right_context
343	344	гвоздика	1	глаза, а вместо лица какую-то лепешку; наконец, натыканные пучками душистые травы и	гвоздики	у образов, высохшие до такой степени, что желавший понюхать их только чихал	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	глаз , а вместо лицо какой-то лепешка ; наконец , натыкать пучок душистый трава и	гвоздик	в образ , высохнуть до такой степень , чтобы желать понюхать они только чихать
344	345	гвоздика	1	считается незаконной. Да и сам факт, что таллинцы бесконечно несут к Солдату	гвоздики	, в принципе можно посчитать провокацией.	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	считать незаконный . да и сам факт , что таллинец бесконечно нести к солдат	гвоздик	, в принцип можно считать провокация .
345	346	гвоздика	3	видно, посидел просто для того, чтобы перевести дух. Потом он нащупал пальцами	гвоздики	, которые держали раму окна, отогнул их и тихо вынул раму. Свежий воздух	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	видно , посидеть просто для то , чтобы переводить дух . потом он нащупать палец	гвоздик	, который держать рама окно , отгибать они и тихо вынимать рама . свежий воздух
346	347	гвоздика	1	"""КП"" - Здоровье"" от 14 апреля), как лечить подкожные бородавки. Взять эфирное масло"	гвоздики	(Eugenia caryophyllata), капнуть пару капель на марлевую основу лейкопластыря и приклеить к	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	""" кп "" - здоровье "" от 14 апрель ) , как лечить подкожный бородавка . брать эфирный масло"	гвоздик	( eugenia caryophyllata ) , капнуть пара капли на марлевый основа лейкопластырить и приклеить к
347	348	гвоздика	1	предприятия, а женщины от презентов просто млеют. Постарайтесь придумать что-нибудь пооригинальнее, чем	гвоздики	8 Марта или страшенная фигурка того животного, чей Новый год наступает. Пусть	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	предприятие , а женщина от презентовый просто млеть . стараться придумывать что-нибудь оригинальный , чем	гвоздик	8 март или страшенный фигурка тот животное , чей новый год наступать . пусть
348	349	гвоздика	1	Дубравка любила	гвоздику	. Еще давно бабушка сказала ей, что гвоздика -- цветок революции. Дубравка осторожно срывала	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	дубравка любить	гвоздик	. еще давно бабушка сказать она , что гвоздик - - цветок революция . дубравка осторожно срывать
349	350	гвоздика	1	себе неизреченность откровений духовных. В тени леса распустилось сейчас много головок турецкой	гвоздики	. Их красные соцветия в тени дубов и елей очень радуют нас, особенно	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	себя неизреченнодать откровение духовный . в тень лес распуститься сейчас много головка турецкий	гвоздик	. они красный соцветие в тень дуб и ель очень радовать мы , особенно
350	351	гвоздика	1	, пусть нашему старенькому Петровичу останется как память.) Налила в вазон воды, поставила	гвоздики	, еще не все оборваны, а я стал выкладывать колбасу и хлеб; сыра	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	, пусть наш старенький петрович оставаться как память . ) наливать в вазон вода , ставить	гвоздик	, еще не все оборвать , а я стать выкладывать колбаса и хлеб ; сыр
351	352	гвоздика	1	засыпали цветами, в номере гостиницы стояли в банках дивные розы, георгины, туберозы,	гвоздики	и астры. Александр Николаевич познакомился с очень приятными и талантливыми людьми. Самые	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	засыпать цветы , в номер гостиница стоять в банк дивный роза , георгин , тубероза ,	гвоздик	и астра . александр николаевич знакомиться с очень приятный и талантливый человек . самый
352	353	гвоздика	1	помощью карандаша. По такому же принципу можно выполнить и другие цветы: лилию,	гвоздику	, мак, василек, изменяя лишь характер лепестков и листьев.	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	помощь карандаш . по такой же принцип можно выполнять и другой цветы : лилия ,	гвоздик	, мак , василька , изменять лишь характер лепесток и лист .
353	354	гвоздика	1	московской ячейки НБП. -- Ей дали год условно за то, что она ударила	гвоздиками	"по лицу губернатора Смоленской области, но это вполне обычный акт ""бархатного терроризма"""	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	московский ячейка нбп . - - она давать год условно за то , что она ударять	гвоздик	"по лицо губернатор смоленский область , но это вполне обычный акт "" бархатный терроризм """
354	355	гвоздика	1	васильках. Сиденья увесистых стульев обиты глянцевой, чуть потрескавшейся кожей, держащейся на звездчатых	гвоздиках	с латунными шляпками. -- Так все имущество и оставили, товарищ комендант -- спрашивает	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	василек . сиденье увесистый стул обить глянцевый , чуть потрескаться кожа , держащийся на звездчатый	гвоздик	с латунный шляпка . - - так все имущество и оставлять , товарищ комендант - - спрашивать
355	356	гвоздика	1	и Марксу повезло. Ошибка обнаружилась быстро, как только глава семейства торжественно возложил	гвоздики	к подножию монумента. Цветы явно предназначались не Льву Ефимовичу Кербелю, изваявшему эту	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	и маркс везти . ошибка обнаруживаться быстро , как только глава семейство торжественно возлагать	гвоздик	к подножие монумент . цветы явно предназначать не лев ефимович кербель , изваять этот
356	357	гвоздика	1	зазор... Нет, никакой записки не было. Вновь погрозив Собакину, я вынул все	гвоздики	, свернул полотно в трубку и в тот же день отвез в подарок	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	зазор. . . нет , никакой записка не быть . вновь погрозить собакин , я вынимать все	гвоздик	, сворачивать полотно в трубка и в тот же день отвозить в подарок
357	358	гвоздика	1	"любви"". Это романтическая история девочки, моей поклонницы, которая каждую пятницу приносила мне"	гвоздики	. Я ее никогда не видел, да она и не пыталась со мной	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	"любовь "" . это романтический история девочка , мой поклонница , который каждый пятница приносить я"	гвоздик	. я она никогда не видеть , да она и не пытаться с я
358	359	гвоздика	1	раскладывала на большом подносе, обвитом дубовыми листьями, бутоньерки из роз и махровой	гвоздики	, а рядом с нею Милочка, изображавшая Ундину, с распущенными волосами и в	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	раскладывать на большой поднос , обвивать дубовый лист , бутоньерка из роза и махровый	гвоздик	, а рядом с она милочка , изображать ундина , с распустить волос и в
359	360	гвоздика	1	. Затем, еще раз оглядевшись, Куренцов достал перочинный ножик, отколупнул сухую замазку, отогнул	гвоздики	и вынул двойное стекло. Вынув стекло, Куренцов залез на невысокий подоконник и,	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	. затем , еще раз оглядеться , куренцов доставать перочинный ножик , отколупнуть сухой замазка , отгибать	гвоздик	и вынимать двойной стекло . вынимать стекло , куренцов залезать на невысокий подоконник и ,
360	361	гвоздика	3	В Народном Доме, на сцене, где заседал Совет, к декорациям	гвоздиками	прибили привезенные из Омска плакаты. На эти плакаты смотрел Запус, когда т.	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	в народный дом , на сцена , где заседать совет , к декорация	гвоздик	прибивать привозить из омск плакат . на этот плакат смотреть запус , когда тонна .
361	362	гвоздика	1	. Ой, мне пора -- еще полтора круга осталось сделать, а потом домой. Поставлю	гвоздику	в вазу и буду любоваться. Спасибо вам! Это вам спасибо, Любовь Николаевна,	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	. ой , я пора - - еще полтора круг оставаться делать , а потом домой . поставить	гвоздик	в ваза и быть любоваться . спасибо вы ! это вы спасибо , любовь николаевна ,
362	363	гвоздика	1	дерева. Вкус и запах гвоздики обусловлены наличием в ней эфирных масел. Используют	гвоздику	как пряность при приготовлении фруктовых маринадов, мариновании грибов, для вторых обеденных блюд.	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	дерево . вкус и запах гвоздика обусловливать наличие в она эфирный масло . использовать	гвоздик	как пряность при приготовление фруктовый маринад , маринование гриб , для второй обеденный блюдо .
363	364	гвоздика	1	то приходите в 7 час. вечера в Александровский сквер; увидите инженера с	гвоздикой	"в петлице, переговорим об условиях. Труд -- легкий. Мы несколько сомневаемся, что предложивший """	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	то приходить в 7 часяча вечер в александровский сквер ; видеть инженер с	гвоздика	"в петлица , переговорить о условие . труд - - легкий . мы несколько сомневаться , что предлагать """
364	365	гвоздика	1	стене, и пара карт. Редко где нет карты. Она исписана, истыкана флажками,	гвоздиками	, исчерчена гордыми лучами QSO, графически соединяющими QRA любителя с его dx. Вот	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	стена , и пара карта . редко где нет карта . она исписать , истыкать флажок ,	гвоздик	, исчертить гордый луч qso , графически соединять qra любитель с он dx . вот
365	366	гвоздика	1	девушке и... отломал ей второй. Весь вечер Юля протанцевала с ним, царапая	гвоздиками	туфель паркет - в общем, сплошная романтика! Они стали жить вместе, и когда	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	девушка и .. . отломать она второй . весь вечер юля протанцевать с он , царапать	гвоздик	туфля паркет - в общий , сплошной романтик ! они стать жить вместе , и когда
366	367	гвоздика	1	. По дороге я заехал в цветочный магазин и, завладев большим букетом алых	гвоздик	, отправился к профессору Кузнецову. Дверь мне открыла Катя. Но за ее спиной	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	. по дорога я заехать в цветочный магазин и , завладевать большой букет алый	гвоздик	, отправляться к профессор кузнецов . дверь я открывать катя . но за она спина
367	368	гвоздика	1	. Буданов не мог их поднять: руки, как полагается арестанту, за спиной, и	гвоздики	"остались на сером асфальте. ""Расходитесь, суд перенесли"", - взывает милиция, но толпа перед"	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	. буданов не мочь они поднимать : рука , как полагаться арестант , за спина , и	гвоздик	"оставаться на серый асфальт . "" расходиться , суд переносить "" , - взывать милиция , но толпа перед"
368	369	гвоздика	1	"в синих и рыжих госпитальных халатах, спешно побрившиеся и одуряюще пахнущие кто """	Гвоздикою	""", кто ""Ландышем"", кто ""Душистым горошком"", курили возле открытой двери ординаторской привезенный Верой"	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	"в синий и рыжий госпитальный халат , спешно побриться и одуряюще пахнуть кто """	гвоздика	""" , кто "" ландыш "" , кто "" душистый горошек "" , курить возле открытый дверь ординаторская привезать вера"
369	370	гвоздика	1	"потом ""лицом томагочи"". Но сегодня день цветов. Много их -- чересчур! Больше всего"	гвоздик	. Боже! Она совсем забыла. Сегодня же праздник. Зря из-за него тянут на	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	"потом "" лицо томагочить "" . но сегодня день цветы . много они - - чересчур ! много все"	гвоздик	. боже ! она совсем забывать . сегодня же праздник . зря из-за он тянуть на
370	371	гвоздика	1	форме полковника ВВС, сидит на скамейке. Рядом - букеты цветов. Я тоже вручаю	гвоздики	. - Война для меня закончилась в Корее, в 132-м авиационном полку, - рассказывает	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	форма полковник ввс , сидеть на скамейка . рядом - букет цветы . я тоже вручать	гвоздик	. - война для я заканчиваться в корея , в 132-й авиационный полка , - рассказывать
371	372	гвоздика	1	обернулся, жмет руку бронзовому Розову и ставит в вазу, стоящую рядом, красные	гвоздики	. У Розова -- нынче юбилей. 100 лет. Табаков еще скажет торжественно об этом	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	оборачиваться , жимать рука бронзовый розов и ставить в ваза , стоять рядом , красный	гвоздик	. в розов - - нынче юбилей . 100 год . табаков еще сказать торжественно о это
372	373	гвоздика	1	знаю! -- И опять с барышнями по-своему, а те улыбаются. -- Будет с	гвоздикой	. И посвистывает. Роскошный букет нарезали, на проволочки навертели, распушили, а красную-то	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	знать ! - - и опять с барышня по-своему , а тот улыбаться . - - быть с	гвоздика	. и посвистывать . роскошный букет нарезать , на проволочка навертель , распушить , а красной-то
373	374	гвоздика	1	В парках кузнецы, как правило, делают небольшие сувениры: подковки, улитки, вазочки, декоративные	гвоздики	, сказала дизайнер Гильдии Марина Подымова. Но при наличии постоянной площадки кузнецы готовы	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	в парк кузнец , как правило , делать небольшой сувенир : подковка , улитка , вазочка , декоративный	гвоздик	, сказать дизайнер гильдия марина подымов . но при наличие постоянный площадка кузнец готовый
374	375	гвоздика	1	не подозревают, что в помещениях, где они приобретают итальянские ботинки и голландские	гвоздики	, быть может, скоро будут летать колибри или ползать черепахи. В самых отдаленных	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	не подозревать , что в помещение , где они приобретать итальянский ботинок и голландский	гвоздик	, быть мочь , скоро быть летать колибри или ползать черепаха . в самый отдаленный
375	376	гвоздика	1	, на каменной променад, заливаемой въ непогоду волной, бойкая, немолодая, нарумяненная цвточница продвала	гвоздику	въ петлицу отцовскаго благо пиджака, и отецъ при этомъ смшно и добродушно	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	, на каменный променад , заливаемый в непогода волна , бойкий , немолодой , нарумянить цвточница двать	гвоздик	в петлица отцовскай благо пиджак , и отец при этомъ смшно и добродушно
376	377	гвоздика	1	, на тайгу, на нее, свою жену. Варя положила на могилу его любимые	гвоздики	, привезенные из города, и сидела, не сводя глаз с фотографии до тех	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	, на тайга , на она , свой жена . варя класть на могила он любимый	гвоздик	, привозить из город , и сидеть , не сводить глаз с фотография до тот
377	378	гвоздика	1	, фиолетовым барвинком, ночной фиалкой, красным и розовым шиповником и садовыми розами, розовой	гвоздикой	, синими колокольчиками и садовыми голубками. При этом пестрые цветы окрашиваются с сохранением	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	, фиолетовый барвинк , ночной фиалка , красный и розовый шиповник и садовый роза , розовый	гвоздика	, синий колокольчик и садовый голубок . при это пестрый цветы окрашиваться с сохранение
378	379	гвоздика	1	следов холостой жизни, наоборот: чистые полы, салфетка под графином с тремя ее	гвоздиками	, четкий строй избитой обуви под стенкой в прихожей, тщательно вымытые и перевернутые	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	след холостой жизнь , наоборот : чистый пол , салфетка под графин с три она	гвоздик	, четкий строй избить обувь под стенка в прихожая , тщательно вымыть и переворачивать
379	380	гвоздика	1	твой хваленый Волынской, чтоб ему пусто было, окаянному (она выплюнула, забывшись, свою	гвоздику	). Местную свечу поставлю образу тихвинской божьей матери (тут сотворила большое крестное знамение	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	твой хваленый волынский , чтобы он пустой быть , окаянный ( она выплюнуть , забыться , свой	гвоздик	) . местный свеча поставить образ тихвинский божий мать ( тут сотворить большой крестный знамение
380	381	гвоздика	1	. Как крестьяне-мужички разгружают ручные тележки, вытаскивают из-под брезентов огромные снопы алых	гвоздик	и один сардинский мужичок держит сноп, сгибаясь от его тяжести, а другой	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	. как крестьянин - мужичок разгружать ручной тележка , вытаскивать из-под брезент огромный сноп алый	гвоздик	и один сардинский мужичок держать сноп , сгибаться от он тяжесть , а другой
381	382	гвоздика	1	Алигер, мы отпраздновали во Флоренции. Хозяева нашего маленького отеля устроили праздничный ужин.	Гвоздики	"лежали прямо на скатерти. А мы вытащили из чемоданов то, что осталось, -- """	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	алигер , мы праздновать в флоренция . хозяин наш маленький отель устраивать праздничный ужин .	гвоздик	"лежать прямо на скатерть . а мы вытаскивать из чемодан то , что оставаться , - - """
382	383	гвоздика	3	после ухода Владика Натка выругала Тольку за то, что он криво забивает	гвоздики	, и турнула его прочь. А обрадованный Толька тотчас же ринулся догонять Владика,	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	после уход владик натка выругать толек за то , что он криво забивать	гвоздик	, и турнуть он прочь . а обрадовать толька тотчас же ринуться догонять владик ,
383	384	гвоздика	3	: вспомнили парту напротив дымящегося спортзала в Беслане. Под этой партой валялись раздавленные	гвоздики	и школьный фартук в крови. Мы поднялись к директору Марьят Картуевой. Нас	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	: вспоминать парта напротив дымиться спортзал в беслан . под этот парта валяться раздавить	гвоздик	и школьный фартук в кровь . мы подниматься к директор марьить картуева . мы
384	385	гвоздика	1	Буданова. Когда его вели, рыдающие женщины бросились к нему с букетами красных	гвоздик	. Автоматчики их оттеснили, и гвоздики полетели на землю. Буданов не мог их	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	буданов . когда он вести , рыдать женщина бросаться к он с букет красный	гвоздик	. автоматчик они оттеснять , и гвоздика полететь на земля . буданов не мочь они
385	386	гвоздика	1	сейчас остановился, передохнул, огляделся. Рядом старая цветочница с огромной шерстяной грудью продавала	гвоздики	. Человек в панцире из газет выкрикивал название берлинского листка. Чистильщик сапог подобострастно	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	сейчас останавливаться , передохнуть , оглядываться . рядом старый цветочница с огромный шерстяной грудь продавать	гвоздик	. человек в панцирь из газета выкрикивать название берлинский листок . чистильщик сапог подобострастно
386	387	гвоздика	1	"уголков арены тихо. Там -- стенд с фотографиями игроков ""Локомотива"" и гора красных"	гвоздик	". ФАНАТЫ ""ТРАКТОРА"" НАДЕЮТСЯ НА ФИНАЛ ""Трактор"" ехал в Мытищи в ранге абсолютного"	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	"уголок арена тихо . там - - стенд с фотография игрок "" локомотив "" и гора красный"	гвоздик	". фанат "" трактор "" надеяться на финал "" трактор "" ехать в мытищ в ранг абсолютный"
387	388	гвоздика	1	то есть без надписей гор, рек, городов и проч., города обозначались медными	гвоздиками	. Ученики в жизнь свою не видали такого дива. Пришел и сам Звездочет.	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	то быть без надпись гора , рещи , город и прочий , город обозначаться медный	гвоздик	. ученик в жизнь свой не видать такой дива . приходить и сам звездотать .
388	389	гвоздика	1	любит Ольга. Боялась попасть впросак, принеся ей многозначительные ирисы или политически опороченные	гвоздики	. Ромашки. Белые, но смелые. Не полевые, а из Голландии. Таким был мой	1 - Дикорастущее и садовое травянистое растение с цветками различной окраски; 2 - Высушенные цветочные бутоны гвоздичного дерева, употребляемые как пряность; 3 - Уменьш.-ласк. к Гвоздь	любить ольга . бояться попадать впросак , принести она многозначительный ирис или политически опорочеть	гвоздик	. ромашка . белый , но смелый . не полевой , а из голландия . такой быть мой
