id	lemma	sense_id	tagged_left_context	tagged_word	tagged_right_context	senses
731	audience	2	the enchanement can be dance to any time signature , phras or tempo . although some modern dancer do without music in the accept sense of that term , they rare do without rhythmic phras . if they do they have forget that , like they , every member of they	audience	have an inborn sense of measur time . . . without a sense of rhythm , we sense of time be devoid of landmark and , as frank howe add late , and sense ( see page 68 ) . the art of the particular	None
732	audience	2	she display how to build live structure of pictorial importance by weave individual dancer or group deliberately and solemnly so that they frequently pause in a meaningful picture of distinctive shape . this be the full stop to a paragraph that give the	audience	an opportunity to sum up as it be how the bride 's hair be cut ; why the man convey the groom to the bride 's house ; how the bride and groom be bless by they parent ; and so on . by so phras each paragraph and bring each incident to a proper conclusion , nijinska give both dancer and audience time to consider what have be do and what be yet to happen . the nature of the formal shape make by the dancer 's body and limb as they move into and hold a picture must be evaluate . nijinska insist on the use of the pointe in order to emphasise the elongate portrait of the byzantine saint , thus the dancer 's body mostly face the audience but they arm and leg turn inwards and be see mostly in profile .	None
733	audience	2	by so phrase each paragraph and bring each incident to a proper conclusion , nijinska give both dancer and	audience	time to consider what have be do and what be yet to happen . the nature of the formal shape make by the dancer 's body and limb as they move into and hold a picture must be evaluate . nijinska insist on the use of the pointe in order to emphasise the elongate portrait of the byzantine saint , thus the dancer 's body mostly face the audience but they arm and leg turn inwards and be see mostly in profile . the angle make at the elbow , shoulder , knee and ankle joint be clearly visible . that of the arm be particularly intereste because the fist be either clench or the finger flatten thus the line and shape make only appear slight round by the fold in the sleeve .	None
734	audience	2	it be impossible exactly to define what be modern dance because the body be the same that have dance for hundred of year . choreographer cannot in any way change the way in which they dancer move . the	audience	recognise physical movement for it alone whereas that who theorise and attempt to define what they mean by such term as post or neo - modern , contemporary , avant - garde , etc . base they works on intellectual concept which need to be discuss in word . thus the audience fail to understand everything that be offer . dance be first a physical activity and if it be obscure by complicated costume , props , machinery , light and stage effect , it cease to be relevant to anything but the cleverness of the producer .	None
735	audience	2	choreographer cannot in any way change the way in which they dancer move . the	audience	recognise physical movement for it alone whereas that who theorise and attempt to define what they mean by such term as post or neo - modern , contemporary , avant - garde , etc . base they works on intellectual concept which need to be discuss in word . thus the audience fail to understand everything that be offer . dance be first a physical activity and if it be obscure by complicated costume , props , machinery , light and stage effect , it cease to be relevant to anything but the cleverness of the producer . in a letter ashton once answer such bewilderment by quote :	None
736	audience	4	camra want the right of license authority to refuse new pub licence much very careful define . the campaign want a major new right for pub customer : to be consult over refurbishment to they locals . proposal should have to be advertise locally , the manifesto say , and customer should be give a right of	audience	before the license authority to oppose unwelcome change . camra support tenant evict so that pub can be run by manager or who refuse to sign new lease on unfair term . camra want a slid scale of excise duty , to promote competition by encourag the retention of specialist brewery own by large concern .	None
737	audience	3	in the late 1960 , the cloudy , rustic version begin to be replace by the filter type , sometimes identify as kristall . this champagne image hel it recover . then , in the 1970 , the pendulum of style swing back to the cloudy , sediment type , which be see as a much natural product by today 's young	audience	. if the cloudy type be make in the traditional way , as erding be , the sediment be littye leave during a secondary fermentation in the bottle . some example from non - specialist brewer be simply sediment with the residual protein that would normal be remove after brewing .	None
738	audience	2	stepan 's aesthetic convictions be dostoevsky 's , and stepan 's speech be an hysterical , summarizing take - off of dostoevsky 's journalism , it no model of temperateness . the narrative maximize stepan 's vulnerability , perch he on a platform amy the malcontent and troublemaker and the much large number of that humble , obscure people who be endur very or less passive the chao of the fte . he be hold forth about beauty to an	audience	which have be short - change over food and drink and entertainment . therefore he be ask for trouble , and he receive it sudden and in full measure , above the groundswell of heckling , at the hand of a divinity student who remind he at the top of he voice about fedka , a dangerous escaped convict now roam we town and originally a serf of stepan 's who he sell into military service to pay a gamble debt : if you have not lose he at card , would he have get into prison	None
739	audience	3	_ have elsewhere give a mischievous account of an academic occasion in which a speaker insist on assert , it be a truth that the worker be oppress . this , nuttall remark , act as a red rag . it be as if the logical conservatism ' of he remark be very significant and very offensive to he ( predominantly leave - w )	audience	than it thorough socialist content . in a new mimesis nuttall accuse hawkes of collective cultural solipsism . hawkes , in turn , give the book a mockingly dismissive review in the tls , without mention nuttall 's accusation against he .	None
740	audience	3	she write : and if the reading public as a whole be shrink , if literature be increase relegate to the school as something to be study if , in a word , the majority of reader now be scholar ( whether student or professional academics ) then the claim of literary theory to be we representative literary genre become strong still . what good inspiration could a literature of theory have than an	audience	compose of theorist and critic this be not , i think , mean to be ironical , and it represent a quite logical development from the premiss that the whole production , definition , and reception of literature have now become intramural to the academy . in this context , what go on outside , what be actual write by poet and novelist , be of minor inter .	None
741	audience	2	when he brush he cheek against she or support she waist in multiple pirouette the sensual heat be unmissable . even durante , who have a tendency to forget she character when she be dance , respond at time with an uncharacteristically voluptuous abandon . for that of we less fortunate in the	audience	bocca 's technical prowess be devastat enough . in the austere shade act he perhaps overdo the stunt - but otherwise the height of he jump coupl with the careless speed of he preparation be breathtak . so too be he exceptional ability to accelerate or delay he pirouette at will a dancer for who gravity be only a trivial inconvenience .	None
742	audience	2	the pivotal notion of spandau prison be pull down and replace by a supermarket be one which great excite brenton , signify at a stroke both western europe 's descent into cynical consumerism and the wipe out of history . the production would be high - tech , with key scene perform simultaneously on stage and on videotape . watch the character be bug on tv monitor , the	audience	would they be make to feel under surveillance . not a madly promise menu , and fratch with predictable danger . compare with the mystery surround the deaths of president kennedy or marilyn monroe , the controversy surround spandau 's 93 - year - old inmate be about as interesting as the fall of a dead leaf .	None
743	audience	2	not a mad promise menu , and fratch with predictable danger . compare with the mystery surround the deaths of president kennedy or marilyn monroe , the controversy surround spandau 's 93 - year - old inmate be about as interesting as the fall of a dead leaf . and disperse the	audience	's attention among nine separate tv set be a sure way of disperse any atmosphere you may have be lucky enough to set up . in the event 90 minute without an interval it quickly become clear that all the surveillance in the house would be cruelly traine on that unfortunate doom to flesh out brenton 's thought . the plot , insofar as one could discern it , be both labyrinthine and self - cancellingly ambiguous , buil round an interview in a psychiatric hospital between a journalist and the grief - obsess widow of a german professor who have bequeath a videotape cast doubt on the official version of hess 's death .	None
744	audience	2	in the event 90 minute without an interval it quickly become clear that all the surveillance in the house would be cruelly traine on that unfortunate doom to flesh out brenton 's thought . the plot , insofar as one could discern it , be both labyrinthine and self - cancellingly ambiguous , buil round an interview in a psychiatric hospital between a journalist and the grief - obsess widow of a german professor who have bequeath a videotape cast doubt on the official version of hess 's death . the other character be a sold - out leftie academic ( who draw much know laughter from the first - night	audience	) , a right - w academic , a military automaton , and an amstrad word - processor which enigmatically take the floor in a central scene . the script cut from psychiatry to politic to history to euro - moralise with dizzy speed ; film - clip collage of hitler salute , hess ( or not - hess ) in the mortuary , hamburg ad , crumble building , a scream man in seventeen - century dress , and the widow mim hess 's improbable suicide all chim in an unholy jangle with the event on stage . the question raise may have be intereste , but the answer given be tritely familiar ; the authorial tone be relentless baleful .	None
745	audience	3	economic outlook : a deficit between consent adult by sarah hogg the chancellor be try to convince he political	audience	that britain 's deficit ( now run at close on 4 per cent of national income ) be not a problem ; and to convince the market not to sell sterl . in both argument , the next two week which include a probable german inter - rate rise and an unavoidable conservative party conference will be critical . if mr lawson can hold off a base rate rise at little until he can blame the german , that will make he political task a fraction easy ; but not much .	None
746	audience	4	in this cas the interest of justice may demand special requirement such as , for example , that the preparation and presentation of the case be in separate and independent hand . in the second category , general civil cas , party should be able to choose they own lawyer because the interest of justice would be inherently less likely to fetter the client 's right of choice . lord donaldson imply , however , that solicitor who exercise they new right of	audience	in this cas ought to be expect to concentrate on advocacy . while emphasise that he have not reach any firm conclusion , lord donaldson 's voice will be a powerful one in behind - the - scene manoeuvre as rule govern the exercise of the new advocacy right be hammer out away from the parliamentary battlefield . the rule will be draw up by the law society have regard to suggestion make by a new lay - dominate independent advisory committee on legal education and conduct .	None
747	audience	4	but on the other hand , the statute will also include a clear intention that extend right of	audience	be put into practical effect as soon as the necessary condition have be meet . a majority of judge say in they response to the green paper that standard of conduct and competence might decline if lawyer who work in partnership and take instruction directly from clients ( many solicitor ) be allow widespread access to the high court . lord donaldson 's formula for settle the right of audience controversy be view as an adeep political move by some delegate . alternative dividing line which have be informally moote , such as simply restrict solicitor - advocate in crown court jury trial to the less serious case , have be view as difficult to support as a matter of principle . lord donaldson 's remark be greet with cautious enthusiasm by bar leader .	None
748	audience	3	sudden she catch sight of the child 's mother . immediately , she expression and pace of approach change and instead of the lambast , or bad , she have seem about to deliver , she give the child a tolerant smile and begin to pick up the scatter cans . much of we have experience similar example of such	audience	effect on behaviour : play a game to perfection ( or otherwise ) when the team selector be present , for instance . what you do depend very much on who might be watch , often with good reason . prudently take cognisance of onlooker also turn out to be important in the social behaviour of other primate .	None
749	audience	2	as soon as he move out of nikkie 's view , however , he demeanour change and he walk normal without discomfort . what yeroen hope to gain by he play - act be not clear , though it may have help to defuse further aggression . what be clear be that he behaviour be gear to the available	audience	. some recent work on green vervet monkey show that audience effect can be important in other context in which they functional significance be a little easier to identify . anne keddy hector , robert seyfarth and michael raleigh at the universitie of california and pennsylvania have be study parental behaviour among captive vervet to see if male 's parental ability affect the female 's choice of mate .	None
750	audience	2	what yeroen hope to gain by he play - act be not clear , though it may have help to defuse further aggression . what be clear be that he behaviour be gear to the available	audience	. some recent work on green vervet monkey show that audience effect can be important in other context in which they functional significance be a little easier to identify . anne keddy hector , robert seyfarth and michael raleigh at the universitie of california and pennsylvania have be study parental behaviour among captive vervet to see if male 's parental ability affect the female 's choice of mate . they argument be that a male 's potential quality as a parent might be important because , in many specy of old world monkey , male form strong protective relationship with female and they young , which be crucial in reduce the amount of harassment and competition the young suffer from other member of the group .	None
751	audience	2	clairmonte be a popular choice for the title first win by john carl grimek , america 's monarch of muscledom back in 1948 , but he victory have be a close run thing . edward kawak , who win in four successive year ( 1982 - 1985 ) , mysteriously represent france , lebanon and west germany , be too close for comfort in second place ( he be french this time ) . out in the	audience	it be bedlbe , each rodin pose greete with wolf whistle , cat call and enough indecent suggestion and double entendre to script a new carry on series . pec mad , this body building lot . out on the stair a piece of paper as worthless as chamberlain 's prohibit the use of body oil .	None
752	audience	2	world in action question the animal liberation front about the paradox of save dumb animal by expose dumb human to incendiary device . because of the broadcasting act , four alf member in balaclava be show on screen but they answer read by an actor . once again , it strike you that an actor be very likely to win sympathy from an	audience	than a slack - jaw garrulous balaclava . john simpson 's lucid report for panorama , follow group of mujahedin through many of this year , attest to both the benevolent power of photography cameraman chris hooke and peter juvenal courageouslycatch image of broken body and wrecke village , of fire and snow and the much dubious power of america and russia , pick up the tab for the fighter but not the victim . radio / double act : robert hank on sexual antics in the middle age and modern - day mirth	None
753	audience	2	modernist versus traditionalist . the panellist include colin st john - wilson , architect of the new british library , leon kry , urban planner and architect of the prince 's dorchester project . chairman be charles jenck , architect and author , who will preside over a small invite	audience	of architect and developer , as well as member of the general public . go first to the albeit small exhibition : in prince charles the backlash against modernism have an impassioned protagonist and the display leaf one in no doubt about he view . he self - deprecat prose you may be forgive for think i only like the architecture of the past be reinforce by video broadcast extract from the television film .	None
754	audience	3	we must conserve we money and we time in the schedule for the big one , bromley say . everything else , the minority , go to channel 4 where they fit comfortable . cricket and golf , bromley say , be both minority , judge by the size of they television	audience	. cricket have the four large aggregate audience on television in 1988 , according to the figure of agb sport watch/ barb , but over so many hour that it audience at any one time be insignificant . the final climactic day of golf 's ryder cup last week still attract fewer than five million viewer to bbc 's sunday grandstand .	None
755	audience	3	a pair of tramp in the cellar of an abandoned hotel lengthily air they psychological underwear until evict by a ( superficially ) heartless boilerman : we seem to have be here before . but there be not much pinter , and definitely no beckett , about this solid piece of middle - class music theatre by the canadian composer quenten doolittle , which begin it short british tour by the banff music theatre at the chapter art centre , cardiff . doolittle have base he on what seem a pellucid consequential and intelligently write play by rex deverell ( also the librettist ) ; and though the piece be offer as good suit to alternative	audience	s , it cut an odd respectable figure in the modestly louche surrounding of chapter . two reasons strike i for this . first , the work be dramaturgically polite ; it consult it audience too much to be take serious as drop - out theatre .	None
756	audience	2	he cabinet experience , he unfolde , be but a small part of the assembled case . the pleasure come late , when you elevate you to the status of a student and a teach that be how i see the job . at the other end , bryan gould ( a future for socialism ) hold he	audience	spellbound as he chart labour 's recovery from assumption of unchalleng rightness , once take for grant and shatter by thatcherism . austin mitchell ( beyond the blue horizon ) , and giles radice ( labour 's path to power the new revisionism ) be there too . and although they analys overlap only in the margin , there be a burst of literary bitchiness when mr radice 's enthusiasm for the opportunty of the common market be excoriate by the other three .	None
757	audience	2	at stourbridge town hall in the west midland last night , where botham begin he tour , that who come instead of a night out at the picture be somewhat surprise to find they treat to a night out at the picture . the entire first half consist of film of botham 's great moments , liberal interspersed with much film of he drink the sponsor 's lage . but in the final hour he do deliver the good , take impromptu questions from the	audience	. not that it be go to be easy to improve on the early filmed interview when , ask why he rare practise in the net , he reply : i do not like confined space . one be tempt to applaud such spontaneous wit , but serious face all around show that this be not mean in jest .	None
758	audience	3	the theatre royal , plymouth , be about to send a high commercial product into the west end . for elijah moshinsky , there be great advantage to start a show out of town . it seem to i that a new play like shadowlands need to be expose to different	audience	s before it settle down . it be especially important in a play like this , which be such a delicate and sensitive piece of write , that the actor grow together as a cohesive group . i think that it be much easy to create that atmosphere in a good out - of - town theatre like plymouth rather than to prepare a star vehicle in a draughty rehearsal room somewhere in london .	None
759	audience	3	western be no long a cheap option . the classic western tv series be film in back - lot , or in the semi - desert 20 mile from los angele . modern	audience	s no long accept plastic bush , and the southern californian suburban sprawl mean the production company have to take they horse and cow to location far away in arizona or montana . david jacob also point out that the cost of hire a stage - coach be now prohibitive . at one time there be dozen of company which specialise in rent out western paraphernalium .	None
760	audience	3	no way would we transmit an fa cup replay on a tuesday evening live , martin say . we partnership make sense , and we viewer will not lose out . martin , of course , be not unaware that eurosport and screensport , the wh smith - owned channel which share the astra satellite with sky 's four stations , be insignifican still in	audience	term . eurosport claim a potential audience of only 800 , 000 in britain . it be different on the continent .	None
761	audience	3	we partnership make sense , and we viewer will not lose out . martin , of course , be not unaware that eurosport and screensport , the wh smith - owned channel which share the astra satellite with sky 's four stations , be insignifican still in	audience	term . eurosport claim a potential audience of only 800 , 000 in britain . it be different on the continent . satellite be very establish because there cable company take the service from the satellite and pipe it to customer .	None
762	audience	3	definite confirmation of itv 's withdrawal from the fixture can be expect today . this first division match , always one of the much emotional , fierce fight contest of the season , be originally schedule for last saturday . as this date do not come within itv 's plan winter programme of sunday afternoon game a new date be propose , december 22 , a friday night with a kick - off at 8.05 , prime - time view guaranteed to capture a huge	audience	in holiday mood . neither club be please , ssupporte be furious and liverpool be report to have protest strongly . there be much concern express on merseyside about the safety aspect of a match kick off that late in the evening on the day when all the tradtional pre - christma party be hold in office and factory .	None
763	audience	2	but the trouble , you feel , lie with belushi . it may be that he gift lie in the thrill and risk of live performance , lose they savour in aspic ; or , very likely , that he genius be always over - rate . wired purport to be about america not just belushi , but this be trite stuff about decadence in tinseltown ; what it have to say about the nation be nugatory , unless you count a depresse scene in which an	audience	collapse in laughter while the voice of it generation ( as bluto in animal house ) stuff a sandwich down he pant . belushi be a book , believe woodward , but one be inclined to agree with the cop who pronounce he just another fat junkie who go bel - up . k - 9 ( 12 ) , which star james belushi , hint at the less than glitter screen career that might have await he old brother , have he live .	None
764	audience	3	what we be offer , if definition be need , might be call ballet - pantomime : it be certainly not opera . as in the good ballet - pantomime , the message be direct in origin and presentation . at time the method be decided crude , especially in a hint of west side story which conclude the overture , doubtless aim at today 's	audience	. oddly enough , ghanashyam ( a broken branch ) approach opera in the nature of the story it tell : originate in village festivity , the tale unfold a rake 's progress towards perdition , in this case via drug , but with an extra metaphysical twist when the spirit of the departed return to inhabit he wife . while the intention of the plot be clear enough , it be not significantly develop by the dance .	None
765	audience	3	provide a continuous texture , the music never pale and only in the shock - horror theme associate with drug approache banality . apart from some relentless over - amplification , the music , directe by ashit desai , emerge with enormous verve . as a whole , this grand spectacle be a rare hit with what seem to be as vary an	audience	as any opera company be like to find this day . ravi shankar have give he audience a work of undeniable beauty , but whether this captivat setting have render the tale equally meaningful be another question entire . music / on the golani height : canadian music festival qeh	None
766	audience	3	endesha ida ma holland , the author of this veile autobiography , be descri in the programme as a popular lecturer and story - teller : she work the same seam as maya angelou , toni morrison and alice walker ( who spiright she fulsomely invoke , and who book the color purple she implicitly recall at every turn ) . but holland 's particular trademark be a cute and cloy sentimentality , with pathos laid on thick . she story - tell have no obliqueness , no mystery ; everything be slowly and patiently explain , as though the	audience	be a fidgety bunch of six - year - old . the two director have do they well , speed the tale along on the wing of bessie smith and mouth - organ blue . and the actress they be a delight : josette bushell - mingo have an extraordinarily mobile face and an infectiously comic manner , joy richardson show an uncanny ability to get inside a 10 - year - old 's skin , and angela bruce , as the mother , have natural authority .	None
767	audience	2	she become chairman of the orchestra and late become a member and chairman of the keswick music society . but she chief work for music in cumbria be as secretary for 20 year of the cumbria rural choir . largely due to she courage and drive she enable they to grow in stature so that the choir be able to perform the major choral work draw an	audience	of over 1 , 000 at a performance of the dream of gerontius and be broadcast with the bbc scottish symphony orchestra on three occasion . ill - health dog dorothea . arthrite cripple she hand so she have to give up , much reluctantly , the flute and then a series of eye operation end in virtual blindness .	None
768	audience	3	piecemeal highlight be all very well , but viewer tend to be creature of habit and , at present , a short burst of goal every saturday night be just a tease ; an uninitiate visitor would never guess that football be the national game . within itv 's rank , there be concern that last season 's gain have be waste . the overlord greg dyke , have pay a minimum of 11m a year for exclusive right to the league ( at the current rate of inflation , the four - year , index - link bill could soar over 50m ) , hit he	audience	target of eight million when manchester unite beat liverpool thrillingly on new year 's day . then come arsenal 's unforgettable finale at anfield in may , watch by nearly 12 million people ( much than the bbc get for the fa cup final ) . the viewer be hungry , one member of staff say .	None
769	audience	2	before a demoralise defeat when challenge mike tyson for the world heavyweight championship two year ago biggs would have probably be too dangerous a proposition for mason but something have go from he since then and he be unable to fulfil bold pre - fight assertion . both man take heavy blow and by withstand the good of the american 's punch mason at little emphasise that he have a strong enough chin . it be not a contest to excite the	audience	and there must have be some anxiety in mason 's corner as it approach a critical stage . mason be ahead but biggs for a while look the strong man and employ he superior technique to suggest that mason might be run into trouble . he take four of six round and yet without ever make he supporter believe that a decisive victory be on the card .	None
770	audience	2	out of the blue be fracture in the extreme , heartland become a loose - limb skank , and marr very than prove he worth on violence of truth . good as the concert be , it be rather too middle of the road for a tour title the the v the world and , sadly for fan of the much paranoid early work , johnson 's attempt to darken the proceedings end up look silly . by not utter a word to the	audience	, then keep the stage shroude in smoke , light only from the back in lurid purple , orange and red , and reduce the band to shadowy figure loom out of a fog , he put so much distance between they and anybody past the regulation front - of - stage pogoer that attention easy wander . and the over - use of an extra microphone , give he voice the quality of a us tv cop with a bull horn , make many of the lyrics unintelligible , remove the thrust of he careful - pen portrait of despair . under the weight of such clich , the the be about as dangerous as the average heavy metal band .	None
771	audience	3	it seem that even in it own time the thirteen - century motet be consider by many to be a sophisticate , subtle genre , only likely to appeal to the literati . that this generally complex , polytextual piece can today appeal to an almost capacity house at the wigmore hall be large due to two factor : the superb sing of gothic voice , and the ability of they director , christopher page , to unlock the musical secret of the past . over the year , page have establish he as a medieval raconteur , delight he	audience	with tale of , say , thirteen - century paris ; but anecdote aside , he have also be refin the presentation and programme so that , almost without realise it , he audienc learn a good deal about the often totally unfamiliar music be perform . this concert , part of the early music centre festival , be one of the much overtly educative so far , with even , at one point , an illustrate guide to compose a motet in five easy stage . yet there be nothing condescendingly didactic in page 's manner , nor anything textbookish about gothic voice 's performance .	None
772	audience	3	teacher and student alike be govern , by and large , by people bear during the inter - war year , when the spanish civil war and appeasement be the great issue . this be a generation for who the war year remain vivid and the empire have real meaning . casual reference by we political leader to what seem to they to be the quite recent past can be lose on a young	audience	. the new student be also new voter . it be a matter of politics as much as education whether they grasp the flow of history and understand how event flow into one another .	None
773	audience	2	in fact the cheese shot skit i all - time favourite owe it life to he . every dozen or so cheese i will sigh and say gra , be this really funny and he ' puff on he pipe calm and say , yes , get on with it . i wish he will have the same confidence in front of	audience	s because he be probably the much talent actor of we all . but he find the python tv recording a terrible strain , and some of he drink be an attempt to dampen that fear . after he give up the booze at christmas 1977 for good - he give we he splendo brian which be as clever and well - judge a piece of comic act as you will see .	None
774	audience	3	the range of sport programme , live and package , be extraordinary , while the videotape market be boom . no box match seem too trivial for live coverage , basketball and volleyball draw vast	audience	s , formula one race grip the nation and there be an inexhaustible appetite for football , to the extent that saturday night english soccer be a major viewing habit . thus battle have be join between rai and the private channel for an audience which italian advertiser regard as pre - eminently desirable . according to giulio malgara , president of auditel , which monitor view habit , sport be the perfect medium for publicity . it guarantee record view figur in italy , much than film or variety show .	None
775	audience	2	finvest 's man have be make the bidding against rai harder and harder by the season and now they be fight on a match - by - match basis . rai protest that this amount to a colossal waste of money since it previously acquire eurovision right for nothing very than the duty of reciprocal access to material from italy . but the picking could be huge : the	audience	for rai 's recorde italian sunday football in the unite states and canada may be as high as 50 million , while down in latin america they hunger for footage of maradona at almost any price . berlusconi , unabash by he own creation of what amount to a duopoly , bang the drum of the free market against rai , claim that the licence payer 's money be be squander to break down unwant competition . the director - general , biagio agne ( like all rai executive a political party appointee ) , have angry accuse the berlusconi camp of drag in even the authority of the state and seize every opportunity to attack the public broadcasting service with statement of such arrogance that they betray weakness and sheer lack of class despite ( berlusconi 's ) economic power and much - vaunt influential friendship .	None
776	audience	2	i be not just a monkey dance to the organ - grinder 's tune . i be the sort of fellow who , after a hard day slogge away at the national theatre , go home and dip into a much - treasur , well - thumb copy of pope or pepy . if you the	audience	come round to i place , this be the sort of evening we will have . in image term , the one - man show be a dramatised version of a colour supplement room of i own/life in a day feature . the much favour option be to pick a well - know name and either anthologise he or produce what be now grand refer to as a biodrama .	None
777	audience	2	even though the cast have be inevitable expand for the new film , dramatically shirley could have stand on she own . it be a reminder that , occasionally , an author can have narrative drive and conflict within the confine of a single character . sproduce may favou one - man show for economic reason , but that do not in it mean that the	audience	be be short - change . television / box far too clever : mark lawson in the ring by mark lawson	None
778	audience	3	the result of this hunger could simply be that opera house survive the dog day of thatcherism with full house for carmen etc . , or it could be the creation of new work that express and mirror the social and political need of we culture in opera 's emotive language . but be there composer ready to seize this chance many composer now crave the chance to write opera , but will they acknowledge the duty to communicate with the	audience	there have always be a sense in which music be a secret , arcane , almost cabbalistic , art . but this introspective isolation , now compound in so many case by the fact that university be the only institution able to support a composer 's existence , perpetuate the sense that the only right path for a serious composer be the romantic path of high seriousness and absolute individual integrity .	None
779	audience	3	there have always be a sense in which music be a secret , arcane , almost cabbalistic , art . but this introspective isolation , now compound in so many case by the fact that university be the only institution able to support a composer 's existence , perpetuate the sense that the only right path for a serious composer be the romantic path of high seriousness and absolute individual integrity . robert saxton , in this page , recently denie that there be any long a problem with contemporary music , and instead lecture the	audience	about pay closer attention . he do not mention that one definition of a composer 's talent be that he can write music that compel an audience 's attention . if the orphic myth define the power of music , it be because orpheus compell an entire hostile audience to listen to he .	None
780	audience	2	but this introspective isolation , now compound in so many case by the fact that university be the only institution able to support a composer 's existence , perpetuate the sense that the only right path for a serious composer be the romantic path of high seriousness and absolute individual integrity . robert saxton , in this page , recently denie that there be any long a problem with contemporary music , and instead lecture the	audience	about pay closer attention . he do not mention that one definition of a composer 's talent be that he can write music that compel an audience 's attention . if the orphic myth define the power of music , it be because orpheus compell an entire hostile audience to listen to he . mr saxton also dismiss the idea of music as entertainment .	None
781	audience	3	robert saxton , in this page , recently denie that there be any long a problem with contemporary music , and instead lecture the	audience	about pay closer attention . he do not mention that one definition of a composer 's talent be that he can write music that compel an audience 's attention . if the orphic myth define the power of music , it be because orpheus compell an entire hostile audience to listen to he . mr saxton also dismiss the idea of music as entertainment . eno , i be glad to say , be proud to be dismiss by he to the purgatory reser for this despicable activity , and much than 450 , 000 people pass through we door each year to prive it .	None
782	audience	2	mr saxton also dismiss the idea of music as entertainment . eno , i be glad to say , be proud to be dismiss by he to the purgatory reser for this despicable activity , and much than 450 , 000 people pass through we door each year to prive it . if a composer remember to keep this	audience	entertain , think what he can say to they all at the same time . an entertained audience be actual there and listen : a bore one have usually go to dinner . rehearse kurt weill 's street scene , i be in daily contact with a composer who be not embarrass to entertain , nor to adap he vision to the audience .	None
783	audience	2	they cannot expect to affect the development of a genius like janacek . but that realisation should not be a disappointment : rather it liberate we from the job of create masterpiece , and give we a much much achievable task . that be quite simply to reduce by say 25 per cent the amount of time the eager opera	audience	wish to spend listen to famous old works about famous old people and place , and instead increase the amount of time it wish to spend listen to now works about ordinary people now . this be an exercise in persuasion , and require composer who will focus they art on the simple and fundamental act of communication with they enthusiastic but tired , inattentive , littrestle , distract and easy bore fellow human being who no the less long to hear they in a not necessarily flatter mirror of music . we society need to be give the chance to hear it own heartbeat in it own music for pleasure first , then also for knowledge and understand .	None
784	audience	3	music / unholy row : cbso / rattle birmingham by jan smaczny the much appeal moment in mark - anthony turnage 's engage chatty introduction to three scream pope , he feeney commission premiere for the city of birmingham symphony orchestra at the birmingham town hall , come with a state desire that he music should be accessible to an	audience	. well , the pope , in terrify orchestral sonority , certainly screame and the new composition be , indeed , accessible to the audience . this substantial , 15 - minute orchestral movement be inspire by three painting of innocent x by francis bacon , they base on velasquez .	None
785	audience	2	according to this sourc , the pope and the secretariat of state intend to push for a firm public commitment to legalisation by mr gorbachev when he visit italy and the vatican at the end of november . they say the decision to step up overt pressure come quickly after the vatican learn from italian foreign ministry official that mr gorbachev 's visit be be curtail to less than three full day . on thursday , the pope speak forcible to an	audience	of ukrainian catholic bishop , recall that the native branch of they church have be drive into the catacomb , suffer the martyrdom of she bishop and priest , deportation , arrest and the closure of church and monastery . the cry of this catholic reach rome with ever - increase urgency , he say . the campaign of hostility and accusation against this church and she priest do not help reform , but hinder they .	None
786	audience	2	the confidence display by reformer such as mr nyer and imre pozsgay , who introduce the new party 's programme , be in sharp contrast to the air of resignation in the conservative row . karoly grosz , the outgoing general secretary , cut a lonely figure as he bow out , drop hint that in future he would be take a back seat in politics . mr grosz be the only senior politician yesterday with the courage to stand up for communism in front of a hostile	audience	. as a part shot , he even attacke reformist for resort to stalinist tactics and admit to have difference of philosophy and outlook with comrade poszgay . but mr poszgay 's radical programme look safe last night .	None
787	audience	3	forget you worry , take up archery , advise an item in a programme last week . archery be a great tonic quiet , non - pollut and you get you ammo back ! this last attraction may have special appeal to the article 's	audience	, since it be publish in the millwall programme , raise the spectre of the league 's much fear supporter tool - up on the terrace , humm the william tell theme instead of no one like we . millwall 's achievement be now chronicle in the far east . erith	None
788	audience	2	a private west german television company , sit 1 , will pay much than 5.2m per year to broadcast the tournament and other atp event in germany , and the mayor of frankfurt , dr volker hauff , have promise to showcase the event with a week of concert , exhibition and international symposium . tiriac be still miff that the atp final do not come to stuttgart : the atp tell i to join the auction , but i be too good to have to do that . he express scepticism about frankfurt 's boast of be able to fill they stadium for every session : i do not think they will get 9 , 000 every day , but i would have achieve that here , where we have develope an	audience	for the game . frankfurt be not a traditional tennis city . it be not like hamburg , where they have have a tournament for a hundred year and people would go out and watch tennis at 7 am , even in the freezing cold .	None
789	audience	2	it seem unlikely that the east german leader feel much threaten by he tone . if anything , they may be relieve to have get off so light , give that east germany 's aversion to a local brand of perestroika and glasnost have long be clear . we do not doubt that the ( east german communist party ) be able through co - operation with all force in society to find answer to all that question which arise through the development of the republic and which inter it citizen , he tell the huge	audience	gather in the palace of the republic . mr gorbachev then warn against voice be raise in west germany demande the re - establishment of germany under it 1937 border . he say he do not idealise the european order , but until now , it be precisely the recognition of post - war reality that ensure peace in europe .	None
